sale_id,branch,city,customer_type,gender,product_name,product_category,unit_price,quantity,tax,total_price,reward_points,date,month
49,B,Los Angeles,Normal,Female,Detergent,Fruits,6.31,2,0.88,13.5,0,2025-04-01,2025-04
50,A,Chicago,Normal,Female,Apple,Stationery,16.5,19,21.95,335.45,0,2024-08-03,2024-08
51,A,Chicago,Normal,Male,Detergent,Stationery,17.02,19,22.64,346.02,0,2024-11-26,2024-11
52,A,Chicago,Member,Male,Orange Juice,Fruits,11.16,5,3.91,59.71,5,2025-03-08,2025-03
53,B,Los Angeles,Normal,Female,Orange Juice,Fruits,19.06,1,1.33,20.39,0,2025-03-17,2025-03
54,A,New York,Normal,Female,Orange Juice,Fruits,4.68,14,4.59,70.11,0,2025-05-17,2025-05
55,B,Los Angeles,Member,Male,Notebook,Household,15.57,13,14.17,216.58,21,2024-08-16,2024-08
56,A,Chicago,Member,Male,Shampoo,Personal Care,19.86,10,13.9,212.5,21,2025-01-22,2025-01
57,A,Chicago,Member,Female,Orange Juice,Beverages,20.41,19,27.15,414.94,41,2025-03-11,2025-03
58,A,Chicago,Normal,Male,Notebook,Fruits,19.96,20,27.94,427.14,0,2025-05-13,2025-05
59,A,Chicago,Member,Male,Detergent,Stationery,15.48,20,21.67,331.27,33,2025-03-04,2025-03
60,A,Chicago,Member,Male,Notebook,Stationery,13.99,4,3.92,59.88,5,2025-04-09,2025-04
61,A,New York,Member,Male,Detergent,Household,9.39,2,1.31,20.09,2,2024-09-28,2024-09
62,A,Chicago,Member,Male,Orange Juice,Beverages,19.19,14,18.81,287.47,28,2024-12-30,2024-12
63,A,New York,Member,Male,Notebook,Stationery,12.73,19,16.93,258.8,25,2024-12-21,2024-12
64,A,Chicago,Member,Female,Detergent,Household,11.33,10,7.93,121.23,12,2025-07-12,2025-07
65,A,New York,Normal,Male,Orange Juice,Household,8.78,12,7.38,112.74,0,2025-04-18,2025-04
66,A,New York,Member,Male,Notebook,Personal Care,10.25,2,1.44,21.94,2,2025-05-17,2025-05
67,B,Los Angeles,Member,Male,Notebook,Stationery,10.47,8,5.86,89.62,8,2024-12-20,2024-12
68,A,New York,Normal,Female,Detergent,Fruits,6.75,1,0.47,7.22,0,2024-10-16,2024-10
69,A,Chicago,Member,Male,Apple,Personal Care,1.17,16,1.31,20.03,2,2024-09-11,2024-09
70,B,Los Angeles,Normal,Female,Shampoo,Stationery,2.77,14,2.71,41.49,0,2025-05-29,2025-05
71,A,Chicago,Normal,Male,Orange Juice,Stationery,12.83,2,1.8,27.46,0,2025-07-02,2025-07
72,A,New York,Normal,Female,Apple,Fruits,14.21,11,10.94,167.25,0,2024-11-26,2024-11
73,A,Chicago,Normal,Male,Detergent,Fruits,7.27,20,10.18,155.58,0,2024-08-16,2024-08
74,A,New York,Normal,Female,Shampoo,Stationery,20.27,2,2.84,43.38,0,2025-03-09,2025-03
75,A,New York,Normal,Male,Orange Juice,Fruits,8.62,11,6.64,101.46,0,2025-01-04,2025-01
76,A,New York,Normal,Male,Shampoo,Personal Care,19.14,8,10.72,163.84,0,2025-07-11,2025-07
77,B,Los Angeles,Normal,Female,Orange Juice,Stationery,10.16,10,7.11,108.71,0,2025-01-02,2025-01
78,A,Chicago,Normal,Male,Apple,Beverages,6.73,20,9.42,144.02,0,2024-11-05,2024-11
79,B,Los Angeles,Normal,Female,Notebook,Beverages,14.18,11,10.92,166.9,0,2025-07-02,2025-07
80,A,New York,Member,Male,Notebook,Stationery,16.6,16,18.59,284.19,28,2024-09-21,2024-09
81,A,Chicago,Normal,Female,Orange Juice,Household,13.36,20,18.7,285.9,0,2025-02-22,2025-02
82,A,Chicago,Member,Male,Orange Juice,Fruits,14.04,15,14.74,225.34,22,2025-02-23,2025-02
83,B,Los Angeles,Normal,Male,Orange Juice,Household,13.89,8,7.78,118.9,0,2025-04-10,2025-04
84,A,New York,Member,Female,Notebook,Beverages,17.56,10,12.29,187.89,18,2024-08-17,2024-08
85,A,Chicago,Normal,Female,Detergent,Household,3.79,13,3.45,52.72,0,2024-12-01,2024-12
86,B,Los Angeles,Normal,Male,Orange Juice,Beverages,5.0,10,3.5,53.5,0,2024-09-21,2024-09
87,A,Chicago,Member,Female,Shampoo,Fruits,2.74,2,0.38,5.86,0,2025-01-03,2025-01
88,A,New York,Normal,Female,Orange Juice,Stationery,13.87,8,7.77,118.73,0,2024-07-19,2024-07
89,A,Chicago,Normal,Male,Detergent,Beverages,19.61,2,2.75,41.97,0,2025-04-30,2025-04
90,B,Los Angeles,Normal,Male,Notebook,Household,10.71,10,7.5,114.6,0,2025-04-02,2025-04
91,A,Chicago,Member,Female,Orange Juice,Household,18.57,3,3.9,59.61,5,2025-07-10,2025-07
92,B,Los Angeles,Member,Male,Notebook,Personal Care,19.1,2,2.67,40.87,4,2024-08-06,2024-08
93,A,New York,Member,Female,Apple,Stationery,10.03,12,8.43,128.79,12,2025-07-01,2025-07
94,B,Los Angeles,Member,Female,Orange Juice,Fruits,5.65,9,3.56,54.41,5,2025-02-11,2025-02
95,B,Los Angeles,Normal,Female,Shampoo,Stationery,18.04,9,11.37,173.73,0,2025-06-24,2025-06
96,A,New York,Member,Male,Apple,Beverages,6.9,1,0.48,7.38,0,2025-02-01,2025-02
97,B,Los Angeles,Member,Male,Orange Juice,Beverages,18.78,17,22.35,341.61,34,2024-12-28,2024-12
98,B,Los Angeles,Normal,Male,Notebook,Personal Care,15.55,3,3.27,49.92,0,2024-09-26,2024-09
99,A,New York,Normal,Male,Detergent,Fruits,15.25,17,18.15,277.4,0,2025-07-03,2025-07
100,A,Chicago,Member,Male,Notebook,Beverages,10.62,18,13.38,204.54,20,2025-04-05,2025-04
101,B,Los Angeles,Member,Male,Orange Juice,Household,4.24,20,5.94,90.74,9,2024-10-09,2024-10
102,A,New York,Normal,Female,Notebook,Beverages,16.69,4,4.67,71.43,0,2025-06-11,2025-06
103,A,New York,Normal,Male,Orange Juice,Personal Care,8.89,9,5.6,85.61,0,2024-10-21,2024-10
104,A,New York,Normal,Male,Shampoo,Beverages,18.24,18,22.98,351.3,0,2024-11-21,2024-11
105,B,Los Angeles,Member,Female,Orange Juice,Beverages,6.23,18,7.85,119.99,11,2024-11-17,2024-11
106,A,Chicago,Normal,Male,Apple,Household,1.02,2,0.14,2.18,0,2025-02-05,2025-02
107,A,New York,Member,Female,Detergent,Personal Care,4.5,6,1.89,28.89,2,2024-07-22,2024-07
108,B,Los Angeles,Normal,Male,Detergent,Stationery,7.31,15,7.68,117.33,0,2025-06-09,2025-06
109,B,Los Angeles,Normal,Male,Orange Juice,Fruits,16.9,9,10.65,162.75,0,2025-02-07,2025-02
110,A,New York,Member,Female,Detergent,Beverages,5.91,13,5.38,82.21,8,2025-02-24,2025-02
111,A,Chicago,Member,Female,Apple,Household,14.97,9,9.43,144.16,14,2024-10-05,2024-10
112,A,New York,Member,Male,Apple,Beverages,10.04,9,6.33,96.69,9,2024-10-05,2024-10
113,A,Chicago,Member,Male,Apple,Beverages,20.89,3,4.39,67.06,6,2024-11-15,2024-11
114,A,Chicago,Member,Female,Detergent,Fruits,9.38,15,9.85,150.55,15,2025-04-03,2025-04
115,A,New York,Normal,Male,Orange Juice,Personal Care,4.77,11,3.67,56.14,0,2025-03-25,2025-03
116,A,New York,Normal,Female,Apple,Personal Care,7.01,19,9.32,142.51,0,2024-09-27,2024-09
117,A,Chicago,Member,Male,Shampoo,Stationery,12.65,18,15.94,243.64,24,2025-02-08,2025-02
118,B,Los Angeles,Member,Female,Detergent,Fruits,5.42,16,6.07,92.79,9,2025-06-23,2025-06
119,A,Chicago,Normal,Female,Apple,Stationery,17.61,7,8.63,131.9,0,2024-07-18,2024-07
120,A,New York,Normal,Male,Orange Juice,Beverages,4.64,9,2.92,44.68,0,2024-09-19,2024-09
121,B,Los Angeles,Member,Female,Notebook,Personal Care,1.68,4,0.47,7.19,0,2024-11-17,2024-11
122,A,New York,Normal,Female,Detergent,Household,3.2,12,2.69,41.09,0,2025-04-12,2025-04
123,A,Chicago,Normal,Male,Shampoo,Personal Care,3.33,11,2.56,39.19,0,2024-11-07,2024-11
124,A,New York,Member,Female,Detergent,Household,14.91,4,4.17,63.81,6,2025-01-18,2025-01
125,A,New York,Member,Male,Shampoo,Household,6.84,6,2.87,43.91,4,2025-06-15,2025-06
126,A,New York,Member,Female,Detergent,Fruits,20.37,10,14.26,217.96,21,2025-01-05,2025-01
127,A,New York,Normal,Male,Apple,Beverages,1.09,10,0.76,11.66,0,2025-06-09,2025-06
128,A,Chicago,Member,Female,Notebook,Fruits,2.78,5,0.97,14.87,1,2025-07-03,2025-07
129,A,Chicago,Member,Female,Shampoo,Beverages,15.52,4,4.35,66.43,6,2024-07-26,2024-07
130,B,Los Angeles,Member,Female,Shampoo,Household,13.18,16,14.76,225.64,22,2024-11-26,2024-11
131,A,New York,Normal,Male,Shampoo,Personal Care,6.17,19,8.21,125.44,0,2025-03-14,2025-03
132,A,Chicago,Normal,Male,Orange Juice,Household,12.01,17,14.29,218.46,0,2025-02-28,2025-02
133,A,Chicago,Normal,Male,Apple,Fruits,17.25,14,16.91,258.41,0,2024-11-07,2024-11
134,A,New York,Member,Female,Apple,Beverages,17.25,11,13.28,203.03,20,2024-09-13,2024-09
135,A,New York,Member,Female,Notebook,Beverages,20.58,19,27.37,418.39,41,2025-01-30,2025-01
136,B,Los Angeles,Normal,Female,Apple,Beverages,4.91,1,0.34,5.25,0,2024-08-03,2024-08
137,B,Los Angeles,Member,Female,Apple,Household,18.05,2,2.53,38.63,3,2025-06-23,2025-06
138,B,Los Angeles,Member,Male,Notebook,Household,4.66,18,5.87,89.75,8,2024-11-17,2024-11
139,A,Chicago,Member,Male,Shampoo,Fruits,4.89,14,4.79,73.25,7,2025-06-08,2025-06
140,B,Los Angeles,Member,Female,Orange Juice,Personal Care,9.71,13,8.84,135.07,13,2025-06-29,2025-06
141,A,Chicago,Normal,Female,Notebook,Fruits,3.44,6,1.44,22.08,0,2024-09-02,2024-09
142,A,New York,Member,Female,Notebook,Household,14.58,7,7.14,109.2,10,2025-04-07,2025-04
143,A,New York,Member,Male,Shampoo,Personal Care,16.69,7,8.18,125.01,12,2025-01-28,2025-01
144,A,Chicago,Member,Male,Shampoo,Beverages,9.72,16,10.89,166.41,16,2025-01-19,2025-01
145,B,Los Angeles,Normal,Male,Shampoo,Fruits,15.96,2,2.23,34.15,0,2025-06-16,2025-06
146,A,New York,Member,Male,Apple,Stationery,11.42,20,15.99,244.39,24,2024-11-07,2024-11
147,A,New York,Normal,Male,Notebook,Beverages,5.01,12,4.21,64.33,0,2025-02-02,2025-02
148,A,Chicago,Member,Male,Notebook,Household,2.27,9,1.43,21.86,2,2024-12-11,2024-12
149,A,New York,Member,Female,Shampoo,Personal Care,13.07,19,17.38,265.71,26,2024-11-08,2024-11
150,A,New York,Normal,Female,Notebook,Beverages,5.83,14,5.71,87.33,0,2025-05-05,2025-05
151,A,Chicago,Normal,Male,Shampoo,Household,20.06,14,19.66,300.5,0,2025-02-04,2025-02
152,A,Chicago,Normal,Male,Orange Juice,Household,19.89,10,13.92,212.82,0,2025-04-13,2025-04
153,A,Chicago,Normal,Male,Notebook,Personal Care,5.56,19,7.39,113.03,0,2024-11-17,2024-11
154,B,Los Angeles,Normal,Male,Detergent,Stationery,17.21,1,1.2,18.41,0,2024-12-05,2024-12
155,A,Chicago,Member,Male,Apple,Stationery,11.38,11,8.76,133.94,13,2024-10-29,2024-10
156,A,Chicago,Member,Male,Orange Juice,Stationery,5.33,20,7.46,114.06,11,2024-08-04,2024-08
157,A,New York,Normal,Female,Shampoo,Beverages,18.79,20,26.31,402.11,0,2024-09-12,2024-09
158,A,New York,Normal,Male,Shampoo,Fruits,19.04,1,1.33,20.37,0,2024-09-12,2024-09
159,A,New York,Normal,Female,Notebook,Household,19.82,11,15.26,233.28,0,2024-09-06,2024-09
160,A,Chicago,Member,Female,Orange Juice,Household,9.31,2,1.3,19.92,1,2025-01-06,2025-01
161,A,Chicago,Member,Male,Orange Juice,Stationery,20.91,19,27.81,425.1,42,2024-09-25,2024-09
162,A,New York,Member,Female,Shampoo,Fruits,15.06,4,4.22,64.46,6,2024-11-15,2024-11
163,B,Los Angeles,Normal,Male,Orange Juice,Fruits,17.61,11,13.56,207.27,0,2024-09-21,2024-09
164,B,Los Angeles,Normal,Male,Notebook,Personal Care,20.76,8,11.63,177.71,0,2024-11-18,2024-11
165,A,Chicago,Member,Female,Detergent,Stationery,11.92,18,15.02,229.58,22,2024-09-23,2024-09
166,B,Los Angeles,Normal,Male,Detergent,Personal Care,14.17,18,17.85,272.91,0,2025-02-12,2025-02
167,B,Los Angeles,Normal,Male,Apple,Stationery,6.56,10,4.59,70.19,0,2024-08-01,2024-08
168,A,Chicago,Member,Male,Detergent,Beverages,9.63,12,8.09,123.65,12,2025-05-30,2025-05
169,A,New York,Member,Male,Orange Juice,Household,17.99,4,5.04,77.0,7,2025-01-06,2025-01
170,B,Los Angeles,Normal,Female,Detergent,Fruits,5.36,12,4.5,68.82,0,2025-03-24,2025-03
171,A,New York,Member,Female,Orange Juice,Fruits,11.53,5,4.04,61.69,6,2024-08-15,2024-08
172,B,Los Angeles,Normal,Female,Shampoo,Fruits,14.82,15,15.56,237.86,0,2024-11-02,2024-11
173,A,New York,Member,Female,Apple,Fruits,14.83,20,20.76,317.36,31,2024-09-27,2024-09
174,B,Los Angeles,Member,Male,Shampoo,Stationery,5.09,3,1.07,16.34,1,2025-01-29,2025-01
175,A,New York,Normal,Male,Detergent,Household,17.32,15,18.19,277.99,0,2025-04-04,2025-04
176,B,Los Angeles,Member,Female,Shampoo,Fruits,14.31,1,1.0,15.31,1,2025-03-07,2025-03
177,B,Los Angeles,Member,Male,Orange Juice,Fruits,1.21,10,0.85,12.95,1,2024-12-08,2024-12
178,A,Chicago,Member,Male,Notebook,Personal Care,11.85,10,8.3,126.8,12,2024-08-14,2024-08
179,A,New York,Member,Male,Notebook,Fruits,4.6,3,0.97,14.77,1,2024-12-10,2024-12
180,B,Los Angeles,Member,Female,Orange Juice,Household,6.78,4,1.9,29.02,2,2024-10-12,2024-10
181,B,Los Angeles,Member,Female,Notebook,Fruits,15.13,17,18.0,275.21,27,2024-09-14,2024-09
182,A,New York,Normal,Female,Detergent,Stationery,3.14,8,1.76,26.88,0,2025-04-11,2025-04
183,A,Chicago,Normal,Female,Notebook,Stationery,4.37,15,4.59,70.14,0,2024-12-06,2024-12
184,A,New York,Member,Female,Shampoo,Fruits,18.7,14,18.33,280.13,28,2024-09-21,2024-09
185,A,Chicago,Member,Female,Notebook,Beverages,19.12,16,21.41,327.33,32,2025-04-21,2025-04
186,B,Los Angeles,Member,Female,Notebook,Beverages,11.99,3,2.52,38.49,3,2025-03-02,2025-03
187,A,New York,Member,Male,Notebook,Fruits,9.72,15,10.21,156.01,15,2024-12-21,2024-12
188,A,Chicago,Normal,Male,Notebook,Household,5.72,5,2.0,30.6,0,2024-11-19,2024-11
189,A,Chicago,Member,Male,Shampoo,Household,14.87,3,3.12,47.73,4,2025-06-23,2025-06
190,B,Los Angeles,Member,Female,Shampoo,Fruits,9.66,11,7.44,113.7,11,2024-12-01,2024-12
191,A,New York,Member,Male,Orange Juice,Stationery,3.57,13,3.25,49.66,4,2025-05-04,2025-05
192,A,New York,Member,Female,Detergent,Stationery,5.5,10,3.85,58.85,5,2024-08-17,2024-08
193,B,Los Angeles,Normal,Male,Apple,Household,2.45,3,0.51,7.86,0,2024-10-04,2024-10
194,A,Chicago,Member,Female,Shampoo,Beverages,9.57,4,2.68,40.96,4,2024-11-14,2024-11
195,B,Los Angeles,Member,Male,Notebook,Household,2.61,4,0.73,11.17,1,2025-05-25,2025-05
196,A,New York,Normal,Female,Apple,Fruits,8.98,6,3.77,57.65,0,2024-10-06,2024-10
197,A,New York,Member,Female,Notebook,Stationery,19.49,15,20.46,312.81,31,2024-12-27,2024-12
198,A,Chicago,Member,Male,Orange Juice,Personal Care,6.8,18,8.57,130.97,13,2025-07-11,2025-07
199,B,Los Angeles,Member,Male,Notebook,Fruits,9.84,16,11.02,168.46,16,2025-02-19,2025-02
200,A,Chicago,Normal,Female,Apple,Fruits,11.39,6,4.78,73.12,0,2024-11-23,2024-11
201,A,New York,Normal,Female,Detergent,Personal Care,8.3,13,7.55,115.45,0,2025-06-20,2025-06
202,A,New York,Member,Female,Detergent,Household,10.9,8,6.1,93.3,9,2024-11-04,2024-11
203,B,Los Angeles,Member,Female,Shampoo,Fruits,3.0,20,4.2,64.2,6,2025-05-29,2025-05
204,A,Chicago,Member,Female,Detergent,Household,16.5,10,11.55,176.55,17,2024-12-21,2024-12
205,A,New York,Normal,Female,Orange Juice,Personal Care,20.06,5,7.02,107.32,0,2024-11-11,2024-11
206,A,New York,Normal,Female,Shampoo,Household,10.73,7,5.26,80.37,0,2025-06-25,2025-06
207,B,Los Angeles,Normal,Female,Detergent,Stationery,8.46,18,10.66,162.94,0,2024-11-29,2024-11
208,A,New York,Member,Female,Shampoo,Fruits,6.76,20,9.46,144.66,14,2025-03-19,2025-03
209,B,Los Angeles,Normal,Male,Orange Juice,Personal Care,8.71,7,4.27,65.24,0,2025-02-16,2025-02
210,B,Los Angeles,Member,Female,Notebook,Beverages,6.91,18,8.71,133.09,13,2025-02-18,2025-02
211,A,Chicago,Member,Female,Notebook,Stationery,16.18,15,16.99,259.69,25,2025-04-08,2025-04
212,A,Chicago,Member,Female,Detergent,Stationery,12.5,17,14.88,227.38,22,2025-01-24,2025-01
213,A,New York,Normal,Male,Orange Juice,Fruits,17.55,16,19.66,300.46,0,2025-02-25,2025-02
214,A,New York,Normal,Male,Notebook,Household,17.59,1,1.23,18.82,0,2024-09-15,2024-09
215,B,Los Angeles,Member,Female,Notebook,Beverages,6.7,19,8.91,136.21,13,2025-06-01,2025-06
216,A,New York,Member,Female,Shampoo,Fruits,18.35,2,2.57,39.27,3,2025-02-25,2025-02
217,A,New York,Normal,Female,Orange Juice,Stationery,7.09,16,7.94,121.38,0,2024-09-12,2024-09
218,A,Chicago,Member,Male,Detergent,Household,19.96,9,12.57,192.21,19,2024-10-11,2024-10
219,B,Los Angeles,Normal,Male,Shampoo,Stationery,3.01,16,3.37,51.53,0,2025-05-15,2025-05
220,A,New York,Member,Male,Detergent,Fruits,4.8,13,4.37,66.77,6,2025-06-22,2025-06
221,B,Los Angeles,Normal,Female,Orange Juice,Personal Care,5.86,17,6.97,106.59,0,2025-03-25,2025-03
222,B,Los Angeles,Member,Female,Orange Juice,Personal Care,17.55,19,23.34,356.79,35,2025-03-21,2025-03
223,A,New York,Member,Male,Shampoo,Stationery,14.47,5,5.06,77.41,7,2024-09-28,2024-09
224,A,Chicago,Member,Female,Orange Juice,Personal Care,7.91,14,7.75,118.49,11,2025-06-05,2025-06
225,A,Chicago,Member,Male,Apple,Stationery,5.11,19,6.8,103.89,10,2024-12-17,2024-12
226,A,Chicago,Member,Male,Shampoo,Fruits,17.62,16,19.73,301.65,30,2024-11-02,2024-11
227,A,New York,Member,Male,Shampoo,Beverages,12.79,3,2.69,41.06,4,2025-06-01,2025-06
228,A,New York,Normal,Male,Apple,Personal Care,9.59,1,0.67,10.26,0,2025-04-09,2025-04
229,A,New York,Normal,Female,Notebook,Fruits,2.58,14,2.53,38.65,0,2025-06-22,2025-06
230,A,New York,Normal,Male,Shampoo,Household,15.08,12,12.67,193.63,0,2025-03-14,2025-03
231,A,New York,Member,Male,Shampoo,Household,10.4,1,0.73,11.13,1,2024-11-11,2024-11
232,A,Chicago,Normal,Male,Shampoo,Household,1.07,4,0.3,4.58,0,2025-03-09,2025-03
233,A,New York,Normal,Male,Shampoo,Personal Care,2.83,6,1.19,18.17,0,2025-07-01,2025-07
234,A,Chicago,Member,Male,Notebook,Fruits,4.63,5,1.62,24.77,2,2025-02-18,2025-02
235,A,New York,Normal,Female,Apple,Household,12.78,2,1.79,27.35,0,2024-08-12,2024-08
236,A,Chicago,Member,Male,Apple,Household,11.56,16,12.95,197.91,19,2024-07-26,2024-07
237,B,Los Angeles,Normal,Female,Detergent,Household,18.1,8,10.14,154.94,0,2025-07-01,2025-07
238,A,New York,Member,Male,Shampoo,Beverages,7.6,1,0.53,8.13,0,2024-07-27,2024-07
239,A,Chicago,Member,Male,Shampoo,Beverages,19.85,15,20.84,318.59,31,2024-08-09,2024-08
240,B,Los Angeles,Normal,Male,Shampoo,Fruits,10.77,16,12.06,184.38,0,2024-07-21,2024-07
241,B,Los Angeles,Normal,Male,Shampoo,Household,3.61,10,2.53,38.63,0,2024-08-29,2024-08
242,A,New York,Normal,Female,Shampoo,Stationery,6.77,13,6.16,94.17,0,2024-10-12,2024-10
243,A,Chicago,Normal,Female,Shampoo,Personal Care,10.22,6,4.29,65.61,0,2024-08-21,2024-08
244,B,Los Angeles,Normal,Female,Apple,Personal Care,12.47,15,13.09,200.14,0,2025-03-11,2025-03
245,A,Chicago,Normal,Male,Shampoo,Household,15.54,16,17.4,266.04,0,2024-11-09,2024-11
246,A,New York,Member,Female,Notebook,Beverages,18.3,9,11.53,176.23,17,2025-06-13,2025-06
247,A,Chicago,Normal,Male,Detergent,Beverages,8.81,3,1.85,28.28,0,2024-12-28,2024-12
248,A,New York,Member,Male,Apple,Fruits,13.53,17,16.1,246.11,24,2024-12-30,2024-12
249,A,New York,Normal,Female,Detergent,Personal Care,9.61,19,12.78,195.37,0,2024-08-15,2024-08
250,B,Los Angeles,Member,Female,Apple,Beverages,10.17,18,12.81,195.87,19,2025-05-01,2025-05
251,A,Chicago,Member,Female,Notebook,Personal Care,15.34,8,8.59,131.31,13,2024-08-07,2024-08
252,B,Los Angeles,Member,Female,Apple,Household,19.5,13,17.75,271.25,27,2025-03-07,2025-03
253,A,New York,Member,Male,Orange Juice,Fruits,20.81,5,7.28,111.33,11,2024-07-22,2024-07
254,A,Chicago,Normal,Female,Orange Juice,Fruits,20.25,4,5.67,86.67,0,2024-10-30,2024-10
255,B,Los Angeles,Normal,Male,Apple,Beverages,4.37,4,1.22,18.7,0,2025-01-07,2025-01
256,B,Los Angeles,Normal,Male,Apple,Beverages,17.95,12,15.08,230.48,0,2024-09-04,2024-09
257,A,New York,Member,Male,Apple,Household,3.32,7,1.63,24.87,2,2025-05-29,2025-05
258,A,Chicago,Member,Female,Apple,Fruits,18.14,19,24.13,368.79,36,2024-12-07,2024-12
259,A,Chicago,Member,Male,Shampoo,Stationery,6.62,8,3.71,56.67,5,2024-10-10,2024-10
